state,district,pincode,total_enrollments,total_demo_updates,total_bio_updates,total_updates,update_to_enrollment_ratio
West Bengal,Darjiling,734220,0.0,1.0,3.0,4.0,4.0
West Bengal,Darjiling,734222,0.0,1.0,0.0,1.0,1.0
West Bengal,Darjiling,734223,0.0,6.0,0.0,6.0,6.0
West Bengal,Darjiling,734224,0.0,7.0,2.0,9.0,9.0
West Bengal,Darjiling,734226,0.0,1.0,1.0,2.0,2.0
West Bengal,Darjiling,734227,0.0,2.0,0.0,2.0,2.0
West Bengal,Darjiling,734311,0.0,5.0,1.0,6.0,6.0
West Bengal,Darjiling,734312,0.0,2.0,1.0,3.0,3.0
West Bengal,Darjiling,734314,0.0,8.0,1.0,9.0,9.0
West Bengal,Darjiling,734315,0.0,4.0,0.0,4.0,4.0
West Bengal,Darjiling,734316,0.0,5.0,1.0,6.0,6.0
West Bengal,Darjiling,735223,0.0,3.0,0.0,3.0,3.0
West Bengal,Darjiling,735231,0.0,1.0,0.0,1.0,1.0
West Bengal,Domjur,711322,0.0,2.0,1.0,3.0,3.0
West Bengal,East Midnapore,721125,0.0,3.0,0.0,3.0,3.0
West Bengal,East Midnapore,721130,0.0,9.0,2.0,11.0,11.0
West Bengal,East Midnapore,721135,0.0,2.0,0.0,2.0,2.0
West Bengal,East Midnapore,721136,0.0,3.0,4.0,7.0,7.0
West Bengal,East Midnapore,721142,0.0,1.0,1.0,2.0,2.0
West Bengal,East Midnapore,721158,0.0,1.0,0.0,1.0,1.0
West Bengal,East Midnapore,721168,0.0,3.0,1.0,4.0,4.0
West Bengal,East Midnapore,721435,0.0,4.0,0.0,4.0,4.0
West Bengal,East Midnapore,721457,0.0,2.0,0.0,2.0,2.0
West Bengal,East Midnapore,721460,0.0,2.0,0.0,2.0,2.0
West Bengal,East Midnapore,721462,0.0,3.0,0.0,3.0,3.0
West Bengal,East Midnapore,721465,0.0,9.0,3.0,12.0,12.0
West Bengal,East Midnapore,721603,0.0,2.0,4.0,6.0,6.0
West Bengal,East Midnapore,721605,0.0,3.0,4.0,7.0,7.0
West Bengal,East Midnapore,721607,0.0,6.0,5.0,11.0,11.0
West Bengal,East Midnapore,721629,0.0,6.0,2.0,8.0,8.0
West Bengal,East Midnapore,721642,0.0,5.0,1.0,6.0,6.0
West Bengal,East Midnapore,721665,0.0,1.0,0.0,1.0,1.0
West Bengal,East Midnapore,721666,0.0,4.0,6.0,10.0,10.0
West Bengal,East Midnapore,721668,0.0,4.0,2.0,6.0,6.0
West Bengal,East Midnapore,721670,0.0,3.0,2.0,5.0,5.0
West Bengal,East Midnapur,721144,0.0,15.0,12.0,27.0,27.0
West Bengal,East Midnapur,721601,0.0,5.0,0.0,5.0,5.0
West Bengal,East midnapore,721144,0.0,3.0,5.0,8.0,8.0
West Bengal,HOOGHLY,712136,0.0,12.0,2.0,14.0,14.0
West Bengal,HOWRAH,711307,0.0,4.0,2.0,6.0,6.0
West Bengal,HOWRAH,712408,0.0,1.0,4.0,5.0,5.0
West Bengal,Haora,711301,0.0,2.0,2.0,4.0,4.0
West Bengal,Haora,711308,0.0,3.0,0.0,3.0,3.0
West Bengal,Hawrah,711316,0.0,23.0,11.0,34.0,34.0
West Bengal,Hooghiy,712302,0.0,10.0,2.0,12.0,12.0
West Bengal,Hooghiy,712415,0.0,11.0,0.0,11.0,11.0
West Bengal,Hooghly,713148,0.0,2.0,1.0,3.0,3.0
West Bengal,Hooghly,713152,0.0,6.0,1.0,7.0,7.0
West Bengal,Hooghly,713166,0.0,3.0,6.0,9.0,9.0
West Bengal,Hooghly,713408,0.0,3.0,5.0,8.0,8.0
West Bengal,Hooghly,721232,0.0,23.0,11.0,34.0,34.0
West Bengal,Howrah,711321,0.0,1.0,0.0,1.0,1.0
West Bengal,Hugli,712121,0.0,3.0,0.0,3.0,3.0
West Bengal,Hugli,712122,0.0,1.0,0.0,1.0,1.0
West Bengal,Hugli,712146,0.0,1.0,1.0,2.0,2.0
West Bengal,Hugli,712202,0.0,5.0,3.0,8.0,8.0
West Bengal,Hugli,712234,0.0,1.0,1.0,2.0,2.0
West Bengal,Hugli,712235,0.0,5.0,4.0,9.0,9.0
West Bengal,Hugli,712245,0.0,5.0,4.0,9.0,9.0
West Bengal,Hugli,712301,0.0,6.0,4.0,10.0,10.0
West Bengal,Hugli,712304,0.0,5.0,0.0,5.0,5.0
West Bengal,Hugli,712402,0.0,2.0,3.0,5.0,5.0
West Bengal,Hugli,712404,0.0,11.0,0.0,11.0,11.0
West Bengal,Hugli,712405,0.0,1.0,1.0,2.0,2.0
West Bengal,Hugli,712406,0.0,2.0,0.0,2.0,2.0
West Bengal,Hugli,712407,0.0,7.0,1.0,8.0,8.0
West Bengal,Hugli,712412,0.0,2.0,0.0,2.0,2.0
West Bengal,Hugli,712414,0.0,3.0,1.0,4.0,4.0
West Bengal,Hugli,712418,0.0,6.0,1.0,7.0,7.0
West Bengal,Hugli,712513,0.0,2.0,0.0,2.0,2.0
West Bengal,Hugli,712611,0.0,2.0,0.0,2.0,2.0
West Bengal,Hugli,712614,0.0,1.0,1.0,2.0,2.0
West Bengal,Hugli,712615,0.0,2.0,0.0,2.0,2.0
West Bengal,Hugli,712617,0.0,1.0,0.0,1.0,1.0
West Bengal,Hugli,712702,0.0,3.0,1.0,4.0,4.0
West Bengal,Hugli,712704,0.0,1.0,0.0,1.0,1.0
West Bengal,Hugli,712706,0.0,4.0,1.0,5.0,5.0
West Bengal,Hugli,712707,0.0,8.0,2.0,10.0,10.0
West Bengal,Jalpaiguri,732128,0.0,2.0,0.0,2.0,2.0
West Bengal,Jalpaiguri,734401,0.0,1.0,1.0,2.0,2.0
West Bengal,Jalpaiguri,735232,0.0,1.0,5.0,6.0,6.0
West Bengal,Jalpaiguri,735238,0.0,18.0,4.0,22.0,22.0
West Bengal,Jalpaiguri,735304,0.0,1.0,0.0,1.0,1.0
West Bengal,Jalpaiguri,736165,0.0,6.0,3.0,9.0,9.0
West Bengal,Jalpaiguri,736167,0.0,2.0,0.0,2.0,2.0
West Bengal,Jhargram,721124,0.0,5.0,8.0,13.0,13.0
West Bengal,Jhargram,721127,0.0,5.0,7.0,12.0,12.0
West Bengal,Jhargram,721132,0.0,1.0,0.0,1.0,1.0
West Bengal,Jhargram,721156,0.0,11.0,14.0,25.0,25.0
West Bengal,Jhargram,721232,0.0,1.0,4.0,5.0,5.0
West Bengal,Jhargram,721253,0.0,5.0,2.0,7.0,7.0
West Bengal,Jhargram,721254,0.0,12.0,9.0,21.0,21.0
West Bengal,KOLKATA,700063,0.0,1.0,0.0,1.0,1.0
West Bengal,Koch Bihar,735305,0.0,1.0,0.0,1.0,1.0
West Bengal,Kolkata,700063,0.0,120.0,3.0,123.0,123.0
West Bengal,Kolkata,700076,0.0,10.0,1.0,11.0,11.0
West Bengal,Kolkata,700089,0.0,16.0,11.0,27.0,27.0
West Bengal,Kolkata,700097,0.0,6.0,0.0,6.0,6.0
West Bengal,Kolkata,700098,0.0,11.0,2.0,13.0,13.0
West Bengal,Malda,742202,0.0,24.0,6.0,30.0,30.0
West Bengal,Maldah,733124,0.0,3.0,0.0,3.0,3.0
West Bengal,Medinipur,721126,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721132,0.0,6.0,2.0,8.0,8.0
West Bengal,Medinipur,721134,0.0,4.0,0.0,4.0,4.0
West Bengal,Medinipur,721137,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721140,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721145,0.0,9.0,0.0,9.0,9.0
West Bengal,Medinipur,721152,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721153,0.0,1.0,1.0,2.0,2.0
West Bengal,Medinipur,721212,0.0,7.0,1.0,8.0,8.0
West Bengal,Medinipur,721242,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721253,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721401,0.0,3.0,1.0,4.0,4.0
West Bengal,Medinipur,721422,0.0,1.0,1.0,2.0,2.0
West Bengal,Medinipur,721423,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721431,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721432,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721436,0.0,2.0,1.0,3.0,3.0
West Bengal,Medinipur,721441,0.0,10.0,0.0,10.0,10.0
West Bengal,Medinipur,721443,0.0,4.0,0.0,4.0,4.0
West Bengal,Medinipur,721447,0.0,1.0,1.0,2.0,2.0
West Bengal,Medinipur,721448,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721454,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721455,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721456,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721461,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721516,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721627,0.0,2.0,0.0,2.0,2.0
West Bengal,Medinipur,721631,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721641,0.0,2.0,1.0,3.0,3.0
West Bengal,Medinipur,721645,0.0,1.0,0.0,1.0,1.0
West Bengal,Medinipur,721655,0.0,1.0,0.0,1.0,1.0
West Bengal,Murshidabad,742000,0.0,4.0,0.0,4.0,4.0
West Bengal,Murshidabad,742286,0.0,1.0,0.0,1.0,1.0
West Bengal,Nadia,741225,0.0,18.0,2.0,20.0,20.0
West Bengal,Naihati Anandabazar,743165,0.0,2.0,0.0,2.0,2.0
West Bengal,North 24 Parganas,743330,0.0,2.0,0.0,2.0,2.0
West Bengal,North 24 Parganas,743414,0.0,2.0,0.0,2.0,2.0
West Bengal,North 24 Parganas,743441,0.0,4.0,0.0,4.0,4.0
West Bengal,North Dinajpur,733121,0.0,1.0,0.0,1.0,1.0
West Bengal,North Dinajpur,733130,0.0,16.0,2.0,18.0,18.0
West Bengal,North Dinajpur,733132,0.0,7.0,0.0,7.0,7.0
West Bengal,North Dinajpur,733150,0.0,4.0,0.0,4.0,4.0
West Bengal,North Dinajpur,733157,0.0,10.0,2.0,12.0,12.0
West Bengal,North Dinajpur,733211,0.0,4.0,0.0,4.0,4.0
West Bengal,North Dinajpur,733213,0.0,14.0,5.0,19.0,19.0
West Bengal,North Dinajpur,733216,0.0,5.0,0.0,5.0,5.0
West Bengal,North Dinajpur,733252,0.0,1.0,0.0,1.0,1.0
West Bengal,North Twenty Four Parganas,700055,0.0,2.0,1.0,3.0,3.0
West Bengal,North Twenty Four Parganas,700091,0.0,2.0,2.0,4.0,4.0
West Bengal,North Twenty Four Parganas,700097,0.0,6.0,0.0,6.0,6.0
West Bengal,North Twenty Four Parganas,700100,0.0,4.0,2.0,6.0,6.0
West Bengal,North Twenty Four Parganas,700111,0.0,1.0,1.0,2.0,2.0
West Bengal,North Twenty Four Parganas,700123,0.0,18.0,10.0,28.0,28.0
West Bengal,North Twenty Four Parganas,743128,0.0,3.0,1.0,4.0,4.0
West Bengal,North Twenty Four Parganas,743144,0.0,7.0,1.0,8.0,8.0
West Bengal,North Twenty Four Parganas,743223,0.0,11.0,12.0,23.0,23.0
West Bengal,North Twenty Four Parganas,743268,0.0,2.0,0.0,2.0,2.0
West Bengal,North Twenty Four Parganas,743273,0.0,3.0,1.0,4.0,4.0
West Bengal,North Twenty Four Parganas,743274,0.0,2.0,0.0,2.0,2.0
West Bengal,North Twenty Four Parganas,743292,0.0,2.0,2.0,4.0,4.0
West Bengal,North Twenty Four Parganas,743413,0.0,2.0,1.0,3.0,3.0
West Bengal,North Twenty Four Parganas,743414,0.0,2.0,2.0,4.0,4.0
West Bengal,North Twenty Four Parganas,743423,0.0,3.0,4.0,7.0,7.0
West Bengal,North Twenty Four Parganas,743427,0.0,2.0,0.0,2.0,2.0
West Bengal,North Twenty Four Parganas,743428,0.0,2.0,0.0,2.0,2.0
West Bengal,North Twenty Four Parganas,743437,0.0,3.0,2.0,5.0,5.0
West Bengal,Paschim Bardhaman,713103,0.0,8.0,4.0,12.0,12.0
West Bengal,Paschim Bardhaman,713104,0.0,2.0,0.0,2.0,2.0
West Bengal,Paschim Bardhaman,713146,0.0,1.0,2.0,3.0,3.0
West Bengal,Paschim Bardhaman,713171,0.0,1.0,1.0,2.0,2.0
West Bengal,Paschim Bardhaman,713172,0.0,12.0,1.0,13.0,13.0
West Bengal,Paschim Bardhaman,713361,0.0,35.0,7.0,42.0,42.0
West Bengal,Paschim Bardhaman,713367,0.0,14.0,6.0,20.0,20.0
West Bengal,Paschim Bardhaman,713383,0.0,11.0,4.0,15.0,15.0
West Bengal,Paschim Bardhaman,713386,0.0,211.0,15.0,226.0,226.0
West Bengal,Paschim Bardhaman,713502,0.0,4.0,3.0,7.0,7.0
West Bengal,Paschim Bardhaman,731214,0.0,3.0,0.0,3.0,3.0
West Bengal,Paschim Medinipur,721169,0.0,5.0,1.0,6.0,6.0
West Bengal,Paschim Medinipur,721303,0.0,4.0,13.0,17.0,17.0
West Bengal,Paschim Medinipur,721644,0.0,3.0,3.0,6.0,6.0
West Bengal,Paschim Medinipur,722150,0.0,5.0,1.0,6.0,6.0
West Bengal,Paschim Medinipur,731240,0.0,2.0,0.0,2.0,2.0
West Bengal,Paschim Medinipur,731302,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,712101,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,712125,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,712137,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,712147,0.0,11.0,7.0,18.0,18.0
West Bengal,Purba Bardhaman,712152,0.0,3.0,0.0,3.0,3.0
West Bengal,Purba Bardhaman,712201,0.0,1.0,1.0,2.0,2.0
West Bengal,Purba Bardhaman,712222,0.0,1.0,5.0,6.0,6.0
West Bengal,Purba Bardhaman,712248,0.0,3.0,3.0,6.0,6.0
West Bengal,Purba Bardhaman,712305,0.0,4.0,2.0,6.0,6.0
West Bengal,Purba Bardhaman,712403,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,712405,0.0,2.0,3.0,5.0,5.0
West Bengal,Purba Bardhaman,712411,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,712502,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,713155,0.0,17.0,3.0,20.0,20.0
West Bengal,Purba Bardhaman,713158,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,713162,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,713171,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,713172,0.0,2.0,0.0,2.0,2.0
West Bengal,Purba Bardhaman,713402,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Bardhaman,713516,0.0,5.0,2.0,7.0,7.0
West Bengal,Purba Bardhaman,713517,0.0,13.0,3.0,16.0,16.0
West Bengal,Purba Bardhaman,713520,0.0,4.0,1.0,5.0,5.0
West Bengal,Purba Bardhaman,722112,0.0,0.0,1.0,1.0,1.0
West Bengal,Purba Bardhaman,731214,0.0,3.0,0.0,3.0,3.0
West Bengal,Purba Bardhaman,731240,0.0,2.0,3.0,5.0,5.0
West Bengal,Purba Medinipur,721138,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Medinipur,721426,0.0,4.0,0.0,4.0,4.0
West Bengal,Purba Medinipur,721460,0.0,2.0,5.0,7.0,7.0
West Bengal,Purba Medinipur,721506,0.0,1.0,0.0,1.0,1.0
West Bengal,Purba Medinipur,721606,0.0,4.0,1.0,5.0,5.0
West Bengal,Purulia,723148,0.0,10.0,4.0,14.0,14.0
West Bengal,Purulia,723156,0.0,1.0,0.0,1.0,1.0
West Bengal,Purulia,723158,0.0,8.0,10.0,18.0,18.0
West Bengal,Puruliya,723104,0.0,9.0,0.0,9.0,9.0
West Bengal,South  Twenty Four Parganas,700061,0.0,2.0,0.0,2.0,2.0
West Bengal,South  Twenty Four Parganas,700084,0.0,1.0,0.0,1.0,1.0
West Bengal,South  Twenty Four Parganas,743345,0.0,2.0,0.0,2.0,2.0
West Bengal,South 24 Pargana,743329,0.0,1.0,0.0,1.0,1.0
West Bengal,South 24 Pargana,743502,0.0,2.0,1.0,3.0,3.0
West Bengal,South 24 Parganas,700156,0.0,63.0,5.0,68.0,68.0
West Bengal,South 24 Parganas,743304,0.0,2.0,0.0,2.0,2.0
West Bengal,South 24 Parganas,743389,0.0,7.0,2.0,9.0,9.0
West Bengal,South 24 pargana,743329,0.0,12.0,1.0,13.0,13.0
West Bengal,South 24 parganas,743368,0.0,11.0,2.0,13.0,13.0
West Bengal,South Dinajpur,733149,0.0,3.0,1.0,4.0,4.0
West Bengal,South Dinajpur,733151,0.0,41.0,1.0,42.0,42.0
West Bengal,South DumDum(M),700030,0.0,8.0,6.0,14.0,14.0
West Bengal,South Twenty Four Parganas,700135,0.0,2.0,0.0,2.0,2.0
West Bengal,South Twenty Four Parganas,700142,0.0,1.0,0.0,1.0,1.0
West Bengal,South Twenty Four Parganas,700153,0.0,13.0,2.0,15.0,15.0
West Bengal,South Twenty Four Parganas,743304,0.0,1.0,0.0,1.0,1.0
West Bengal,South Twenty Four Parganas,743356,0.0,61.0,16.0,77.0,77.0
West Bengal,South Twenty Four Parganas,743363,0.0,2.0,3.0,5.0,5.0
West Bengal,South Twenty Four Parganas,743372,0.0,6.0,1.0,7.0,7.0
West Bengal,South Twenty Four Parganas,743502,0.0,4.0,0.0,4.0,4.0
West Bengal,South Twenty Four Parganas,743609,0.0,3.0,1.0,4.0,4.0
West Bengal,West Midnapore,721128,0.0,1.0,0.0,1.0,1.0
West Bengal,West Midnapore,721143,0.0,5.0,0.0,5.0,5.0
West Bengal,West Midnapore,721153,0.0,12.0,1.0,13.0,13.0
West Bengal,West Midnapore,721154,0.0,1.0,0.0,1.0,1.0
West Bengal,West Midnapore,721157,0.0,2.0,0.0,2.0,2.0
West Bengal,West Midnapore,721252,0.0,2.0,0.0,2.0,2.0
West Bengal,West Midnapore,721253,0.0,2.0,0.0,2.0,2.0
West Bengal,West Midnapore,721258,0.0,2.0,0.0,2.0,2.0
West Bengal,West Midnapore,721302,0.0,30.0,8.0,38.0,38.0
West Bengal,West Midnapore,721501,0.0,5.0,2.0,7.0,7.0
West Bengal,West Midnapore,721503,0.0,1.0,2.0,3.0,3.0
West Bengal,West Midnapore,721514,0.0,1.0,0.0,1.0,1.0
West Bengal,West Midnapore,721518,0.0,1.0,0.0,1.0,1.0
West Bengal,east midnapore,721144,0.0,1.0,1.0,2.0,2.0
West Bengal,hooghly,712706,0.0,7.0,3.0,10.0,10.0
West Bengli,Hooghly,712250,0.0,3.0,0.0,3.0,3.0
West bengal,Hooghly,712222,0.0,6.0,2.0,8.0,8.0
West bengal,South 24 Parganas,743368,0.0,11.0,1.0,12.0,12.0
Westbengal,Hooghly,712232,0.0,22.0,5.0,27.0,27.0
Westbengal,Hooghly,712258,0.0,25.0,4.0,29.0,29.0
Westbengal,Hooghly,712305,0.0,2.0,1.0,3.0,3.0
Westbengal,Howrah,711307,0.0,1.0,1.0,2.0,2.0
Westbengal,Howrah,711316,0.0,7.0,2.0,9.0,9.0
odisha,Gajapati,761201,0.0,4.0,2.0,6.0,6.0
odisha,Gajapati,761207,0.0,9.0,8.0,17.0,17.0
odisha,Gajapati,761208,0.0,7.0,6.0,13.0,13.0
west Bengal,South 24 Parganas,743368,0.0,15.0,1.0,16.0,16.0
Andaman & Nicobar Islands,Andamans,744209,0.0,0.0,1.0,1.0,1.0
Andaman and Nicobar Islands,South Andaman,744210,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Anakapalli,517640,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Chittoor,517326,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Cuddapah,516330,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Guntur,522102,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,Hyderabad,500021,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Hyderabad,500066,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.V.Rangareddy,500086,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,K.V.Rangareddy,500098,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,K.V.Rangareddy,501158,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,K.V.Rangareddy,501508,0.0,0.0,15.0,15.0,15.0
Andhra Pradesh,K.V.Rangareddy,509217,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.V.Rangareddy,509339,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.V.Rangareddy,509371,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500019,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,K.v. Rangareddy,500030,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500032,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500039,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,K.v. Rangareddy,500043,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,500048,0.0,0.0,7.0,7.0,7.0
Andhra Pradesh,K.v. Rangareddy,500058,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500060,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500068,0.0,0.0,6.0,6.0,6.0
Andhra Pradesh,K.v. Rangareddy,500070,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,500074,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500076,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,500079,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500083,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500088,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,500089,0.0,0.0,6.0,6.0,6.0
Andhra Pradesh,K.v. Rangareddy,500090,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,500098,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,501111,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501121,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501203,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501504,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501506,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501509,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,K.v. Rangareddy,501510,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,K.v. Rangareddy,501511,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Karim Nagar,505212,0.0,0.0,5.0,5.0,5.0
Andhra Pradesh,Karim Nagar,505401,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Karim Nagar,505445,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Karim Nagar,505452,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Karim Nagar,505471,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Karim Nagar,505474,0.0,0.0,5.0,5.0,5.0
Andhra Pradesh,Karim Nagar,505476,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Karim Nagar,505514,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Karim Nagar,505532,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,Karimnagar,505210,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Karimnagar,505304,0.0,0.0,6.0,6.0,6.0
Andhra Pradesh,Karimnagar,505307,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Karimnagar,506168,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,509103,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Mahabubnagar,509129,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509135,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,509202,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509219,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509235,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509320,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509336,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,509375,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,509376,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,509381,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Mahabubnagar,509406,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahabubnagar,509408,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Mahbubnagar,509201,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,Mahbubnagar,509235,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Medak,502305,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,Rangareddi,501121,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Rangareddi,501143,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Rangareddi,501202,0.0,0.0,5.0,5.0,5.0
Andhra Pradesh,Rangareddi,509340,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Sri Sathya Sai,535522,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Sri Sathya Sai,535527,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,Srikakulam,535593,0.0,0.0,3.0,3.0,3.0
Andhra Pradesh,Visakhapatnam,533483,0.0,0.0,2.0,2.0,2.0
Andhra Pradesh,West Godavari,534343,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,Y. S. R,516257,0.0,0.0,1.0,1.0,1.0
Arunachal Pradesh,Changlang,792105,0.0,0.0,2.0,2.0,2.0
Arunachal Pradesh,East Siang,791103,0.0,0.0,3.0,3.0,3.0
Arunachal Pradesh,Longding,786629,0.0,0.0,1.0,1.0,1.0
Arunachal Pradesh,Shi-yomi,791001,0.0,0.0,1.0,1.0,1.0
Assam,Baksa,781335,0.0,0.0,1.0,1.0,1.0
Assam,Barpeta,781367,0.0,0.0,1.0,1.0,1.0
Assam,Bongaigaon,783334,0.0,0.0,1.0,1.0,1.0
Assam,Cachar,788713,0.0,0.0,1.0,1.0,1.0
Assam,Cachar,788720,0.0,0.0,2.0,2.0,2.0
Assam,Chirang,783384,0.0,0.0,1.0,1.0,1.0
Assam,Darrang,784510,0.0,0.0,1.0,1.0,1.0
Assam,Golaghat,785101,0.0,0.0,1.0,1.0,1.0
Assam,Golaghat,785630,0.0,0.0,1.0,1.0,1.0
Assam,Kamrup,781023,0.0,0.0,1.0,1.0,1.0
Assam,Karbi Anglong,782002,0.0,0.0,3.0,3.0,3.0
Assam,Karbi Anglong,782138,0.0,0.0,2.0,2.0,2.0
Assam,Karbi Anglong,782426,0.0,0.0,5.0,5.0,5.0
Assam,Karbi Anglong,782428,0.0,0.0,2.0,2.0,2.0
Assam,Karbi Anglong,782442,0.0,0.0,1.0,1.0,1.0
Assam,Lakhimpur,787035,0.0,0.0,1.0,1.0,1.0
Assam,Nalbari,781326,0.0,0.0,1.0,1.0,1.0
