state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_updates,total_enrollments
Goa,Tiswadi,403006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Ahmadabad,382260,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Gujarat,Ahmadabad,382427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Ahmadabad,382450,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Gujarat,Ahmedabad,382320,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Gujarat,Anand,388235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Gujarat,Banas Kantha,385506,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Gujarat,Bharuch,393145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Bharuch,393150,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Gujarat,Dahod,389260,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Gujarat,Gandhinagar,382870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Narmada,391110,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Gujarat,Narmada,392040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Narmada,393135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Panch Mahals,389220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Panch Mahals,389250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Panch Mahals,389380,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Gujarat,Sabar Kantha,383240,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Gujarat,Sabar Kantha,383355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Sabarkantha,383006,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0
Gujarat,Surat,394365,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Gujarat,Surat,394710,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Gujarat,Surendranagar,363351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Gujarat,Surendranagar,382745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Akhera,122107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Ambala,133105,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0
Haryana,Ambala,133204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Ambala,135003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Ambala,135101,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Haryana,Bhiwani,127020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Fatehabad,125060,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Haryana,Fatehabad,125103,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Haryana,Gurgaon,122104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Gurgaon,123034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Hisar,125011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haryana,Jhajjar,124406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haryana,Mewat,122006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haryana,Panchkula,133104,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Haryana,Panchkula,134003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Panchkula,135133,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Haryana,Sirsa,125047,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Haryana,Sirsa,125050,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Haryana,Sirsa,125051,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haryana,Sirsa,125121,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0
Haryana,Yamuna Nagar,134202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Haryana,Yamunanagar,133103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Haryana,Yamunanagar,135106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Himachal Pradesh,Kangra,175013,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Himachal Pradesh,Kinnaur,172102,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu & Kashmir,Anantnag,192221,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jammu & Kashmir,Badgam,190005,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Jammu & Kashmir,Badgam,191113,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu & Kashmir,Badgam,192123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Badgam,193401,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu & Kashmir,Baramula,193401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Doda,182147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,180006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,180016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jammu & Kashmir,Jammu,180017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,180019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,181122,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Jammu & Kashmir,Jammu,181202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,181204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Jammu,181207,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu & Kashmir,Jammu,185153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Kargil,194102,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jammu & Kashmir,Kathua,184143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Leh (ladakh),194104,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu & Kashmir,Pulwama,192302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jammu & Kashmir,Rajauri,185135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jammu & Kashmir,Rajauri,185201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Rajauri,185202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Srinagar,190019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Udhampur,182101,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
Jammu & Kashmir,Udhampur,182125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu & Kashmir,Udhampur,182301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,?,181206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,Badgam,190007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,Badgam,192123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,Baramula,192231,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jammu and Kashmir,Baramula,193501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,Budgam,192123,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu and Kashmir,Kishtwar,182206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jammu and Kashmir,Leh,194103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Jammu and Kashmir,Leh,194105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jammu and Kashmir,Leh,194109,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jammu and Kashmir,Punch,185151,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0
Jammu and Kashmir,Punch,185233,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0
Jammu and Kashmir,Udhampur,182147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jammu and Kashmir,udhampur,182124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Bokaro,826003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Bokaro,826004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jharkhand,Bokaro,828101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Bokaro,828106,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Jharkhand,Bokaro,828113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Bokaro,828114,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jharkhand,Bokaro,828131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Bokaro *,828109,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jharkhand,Bokaro *,828303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Chatra,825325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jharkhand,Chatra,825330,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Chatra,825409,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0
Jharkhand,Deoghar,814141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,814145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,814147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,814148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,814153,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Deoghar,814165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,816103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,816106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Deoghar,816118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Dumka,813208,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Jharkhand,Dumka,815351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Dumka,816129,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,East Singhbhum,832402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,East Singhbhum,833203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,East Singhbhum,833220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Garhwa *,822112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Garhwa *,822115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Garhwa *,822116,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Garhwa *,822121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Garhwa *,822125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
Jharkhand,Godda,814112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Godda,816104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Gumla,835212,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jharkhand,Gumla,835214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Hazaribagh,825316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Hazaribagh,829106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Hazaribagh,829108,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Jamtara,814158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Jamtara,815353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Khunti,835204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Khunti,835229,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
Jharkhand,Lohardaga,835202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Palamau,822102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Palamu,822128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Pashchimi Singhbhum,832109,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Pashchimi Singhbhum,832403,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Pashchimi Singhbhum,833101,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,Pashchimi Singhbhum,833220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Pashchimi Singhbhum,833222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Purbi Singhbhum,832103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Ramgarh,825411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Ramgarh,829109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,Ramgarh,829131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jharkhand,Ranchi,835227,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jharkhand,Ranchi,835230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Ranchi,835324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Sahibganj,816104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jharkhand,Simdega,835207,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
Jharkhand,West Singhbhum,831001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Jharkhand,West Singhbhum,832301,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
Jharkhand,West Singhbhum,833202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jharkhand,West Singhbhum,835227,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0
Karnataka,Bagalkot *,587112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bagalkot *,587124,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Karnataka,Bagalkot *,587202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bagalkot *,587204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bagalkot *,587312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Ballari,583213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Bangalore Rural,561101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Belagavi,581453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586113,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
Karnataka,Bijapur(KAR),586116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Bijapur(KAR),586119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586127,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Karnataka,Bijapur(KAR),586128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Bijapur(KAR),586208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chamarajanagar *,571117,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Karnataka,Chamarajanagar *,571316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chamarajanagar *,571342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chamrajanagar,571119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Chamrajnagar,571315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chikkaballapur,563130,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chikkaballapur,563135,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Karnataka,Chikkaballapur,563138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chikkaballapur,563139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Chikmagalur,577121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chikmagalur,577160,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Karnataka,Chikmagalur,577550,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Chitradurga,577602,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Karnataka,Davanagere,577223,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0
Karnataka,Davanagere,577521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Davangere,577233,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Karnataka,Davangere,583113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Gadag *,582119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Gadag *,582204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Gadag *,582211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Haveri *,581145,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Karnataka,Kolar,561208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Kolar,561213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Mysore,571342,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Karnataka,Mysuru,571115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Mysuru,571342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Mysuru,571444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Udupi *,576211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Udupi *,576214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Udupi *,576233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Karnataka,Vijayanagara,583111,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Karnataka,Vijayanagara,583119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Karnataka,Vijayanagara,583123,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Kerala,Kottayam,686596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Kerala,Kottayam,686616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Kerala,Thiruvananthapuram,695099,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
Madhya Pradesh,Alirajpur,457114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Anuppur,484669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Anuppur,484774,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Balaghat,480886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Barwani,451228,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Madhya Pradesh,Betul,461228,0.0,0.0,0.0,0.0,0.0,5.0,12.0,17.0,0.0
Madhya Pradesh,Betul,480106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Bhopal,462015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Burhanpur,451113,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Chhatarpur,472001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Madhya Pradesh,Chhatarpur,472115,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Chhatarpur,472221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Chhatarpur,472246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Damoh,470051,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Dewas,453551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Dhar,455001,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0
Madhya Pradesh,Dindori,480990,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Madhya Pradesh,Dindori,481661,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Madhya Pradesh,Dindori,481768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Guna,473670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Guna,473774,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Madhya Pradesh,Harda *,461111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Khandwa,450331,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0
Madhya Pradesh,Khandwa,451001,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
Madhya Pradesh,Khandwa,451335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Khargone,450110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Khargone,450331,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Madhya Pradesh,Khargone,450554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Khargone,451447,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Mandla,481117,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Mandsaur,457339,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0
Madhya Pradesh,Morena,477335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Panna,472442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Raisen,464224,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Madhya Pradesh,Rajgarh,466331,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0
Madhya Pradesh,Ratlam,457772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Ratlam,457773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Ratlam,457779,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Rewa,485881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Rewa,486451,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
Madhya Pradesh,Shahdol,484446,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Madhya Pradesh,Shahdol,484552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Shahdol,486661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Shajapur,456337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Shajapur,456664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Sheopur,477446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Shivpuri,473993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Sidhi,484334,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0
Madhya Pradesh,Sidhi,484661,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Madhya Pradesh,Sidhi,486885,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Madhya Pradesh,Singrauli,486666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Ujjain,465445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Madhya Pradesh,Umaria,484881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Madhya Pradesh,Umaria,484886,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
