pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
755023,Odisha,Dhenkanal,0.0,0.0,0.0,0.0,7.0,1.0,3.0
755031,Odisha,Jajapur,0.0,0.0,0.0,1.0,29.0,13.0,32.0
755032,Odisha,Jajapur,0.0,0.0,0.0,0.0,11.0,0.0,9.0
755033,Odisha,Jajapur,0.0,0.0,0.0,4.0,19.0,3.0,22.0
755037,Odisha,Jajapur,0.0,0.0,0.0,0.0,12.0,5.0,9.0
755039,Odisha,Jajapur,0.0,0.0,0.0,1.0,14.0,8.0,7.0
755041,Orissa,Jajapur  *,0.0,0.0,0.0,0.0,1.0,0.0,0.0
755043,Odisha,Jajpur,0.0,0.0,0.0,1.0,4.0,1.0,6.0
755043,Odisha,jajpur,0.0,0.0,0.0,0.0,1.0,1.0,3.0
755046,Odisha,Jajapur,0.0,0.0,0.0,1.0,16.0,5.0,19.0
755047,Odisha,Jajapur,0.0,0.0,0.0,0.0,3.0,4.0,9.0
755049,Odisha,jajpur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
755049,Orissa,Jajapur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
755062,Odisha,JAJPUR,0.0,0.0,0.0,0.0,1.0,0.0,2.0
756018,Odisha,Baleshwar,0.0,0.0,0.0,0.0,14.0,1.0,1.0
756022,Orissa,Baleshwar,0.0,0.0,0.0,0.0,2.0,0.0,0.0
756023,Orissa,Baleswar,0.0,0.0,0.0,0.0,1.0,0.0,1.0
756026,Orissa,Baleswar,0.0,0.0,0.0,0.0,2.0,0.0,0.0
756051,Orissa,Baleswar,0.0,0.0,0.0,0.0,2.0,0.0,0.0
756055,Orissa,Baleshwar,0.0,0.0,0.0,3.0,10.0,3.0,6.0
756059,Orissa,Baleshwar,0.0,0.0,0.0,2.0,8.0,2.0,5.0
756084,Orissa,Baleshwar,0.0,0.0,0.0,1.0,0.0,0.0,1.0
756085,Orissa,Baleswar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
756088,Odisha,Baleswar,0.0,0.0,0.0,2.0,0.0,0.0,0.0
756111,Odisha,Baleshwar,0.0,0.0,0.0,5.0,56.0,21.0,27.0
756113,Odisha,Bhadrak(R),0.0,0.0,0.0,0.0,1.0,0.0,0.0
756121,Orissa,Kendujhar,0.0,0.0,0.0,1.0,6.0,0.0,6.0
756123,Odisha,Baleshwar,0.0,0.0,0.0,5.0,22.0,8.0,10.0
756134,Odisha,Bhadrak,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756138,Orissa,Bhadrak,0.0,0.0,0.0,0.0,2.0,1.0,1.0
756144,Orissa,Bhadrak,0.0,0.0,0.0,1.0,0.0,0.0,0.0
756165,Odisha,Baleshwar,0.0,0.0,0.0,0.0,10.0,0.0,8.0
756166,Odisha,Bhadrak,0.0,0.0,0.0,0.0,1.0,1.0,0.0
756171,Orissa,Bhadrak,0.0,0.0,0.0,0.0,5.0,2.0,2.0
756182,Odisha,Bhadrak,0.0,0.0,0.0,3.0,9.0,18.0,10.0
757001,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,2.0
757016,Odisha,Baleshwar,0.0,0.0,0.0,0.0,3.0,0.0,8.0
757016,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,7.0,0.0,3.0
757019,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,1.0,0.0
757023,Orissa,Mayurbhanj,0.0,0.0,0.0,1.0,0.0,0.0,1.0
757028,Odisha,Baleshwar,0.0,0.0,0.0,0.0,2.0,0.0,2.0
757032,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,2.0,0.0,1.0
757035,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,3.0,0.0,0.0
757043,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,1.0
757045,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,3.0,0.0,0.0
757048,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,3.0
757052,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,2.0,0.0,0.0
757055,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,4.0
757077,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,2.0,0.0,1.0
757082,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,0.0
757084,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,1.0,1.0
757085,Orissa,Mayurbhanj,0.0,0.0,0.0,1.0,0.0,0.0,0.0
757087,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,0.0
757104,Orissa,Mayurbhanj,0.0,0.0,0.0,0.0,1.0,0.0,2.0
758025,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,1.0,2.0
758027,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
758030,Orissa,Kendujhar,0.0,0.0,0.0,0.0,3.0,1.0,1.0
758031,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
758041,Orissa,Kendujhar,0.0,0.0,0.0,0.0,3.0,0.0,0.0
758044,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,0.0,2.0
758045,Orissa,Kendujhar,0.0,0.0,0.0,2.0,0.0,0.0,0.0
758046,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,0.0,1.0
758076,Orissa,Kendujhar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
758087,Odisha,Kendujhar,0.0,0.0,0.0,1.0,5.0,1.0,0.0
759017,Orissa,Dhenkanal,0.0,0.0,0.0,0.0,2.0,4.0,2.0
759018,Orissa,Anugul,0.0,0.0,0.0,0.0,2.0,0.0,0.0
759020,Orissa,Dhenkanal,0.0,0.0,0.0,0.0,3.0,0.0,4.0
759021,Orissa,Dhenkanal,0.0,0.0,0.0,0.0,2.0,2.0,4.0
759026,Orissa,Dhenkanal,0.0,0.0,0.0,1.0,16.0,7.0,5.0
759029,Odisha,Angul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759037,Odisha,Angul,0.0,0.0,0.0,2.0,20.0,14.0,10.0
759037,Orissa,Anugul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759039,Odisha,Angul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759040,Orissa,Anugul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759101,Orissa,Anugul,0.0,0.0,0.0,0.0,3.0,0.0,0.0
759102,Orissa,Anugul,0.0,0.0,0.0,0.0,4.0,1.0,6.0
759103,Odisha,Anugul,0.0,0.0,0.0,1.0,16.0,0.0,6.0
759105,Odisha,Anugul,0.0,0.0,0.0,1.0,12.0,4.0,12.0
759111,Odisha,Angul,0.0,0.0,0.0,2.0,8.0,2.0,0.0
759116,Odisha,Anugul,0.0,0.0,0.0,0.0,4.0,0.0,3.0
759117,Orissa,Anugul,0.0,0.0,0.0,0.0,4.0,1.0,1.0
759119,Orissa,Anugul,0.0,0.0,0.0,0.0,5.0,1.0,0.0
759125,Orissa,Angul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759126,Odisha,Anugul,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759128,Orissa,Dhenkanal,0.0,0.0,0.0,0.0,1.0,0.0,0.0
759129,Orissa,Angul,0.0,0.0,0.0,0.0,2.0,1.0,0.0
759129,Orissa,Anugul,0.0,0.0,0.0,2.0,13.0,4.0,4.0
759135,Odisha,Angul,0.0,0.0,0.0,0.0,1.0,5.0,2.0
759147,Odisha,Angul,0.0,0.0,0.0,0.0,8.0,12.0,6.0
759148,Orissa,Anugul,0.0,0.0,0.0,0.0,2.0,0.0,2.0
760005,Orissa,Ganjam,0.0,0.0,0.0,0.0,14.0,3.0,8.0
761002,Odisha,Gajapati,0.0,0.0,0.0,2.0,1.0,0.0,1.0
761003,Odisha,Gajapati,0.0,0.0,0.0,0.0,2.0,1.0,1.0
761005,Odisha,Gajapati,0.0,0.0,0.0,0.0,3.0,0.0,2.0
761006,Orissa,Ganjam,0.0,0.0,0.0,0.0,3.0,1.0,1.0
761007,Odisha,Gajapati,0.0,0.0,0.0,3.0,2.0,0.0,3.0
761007,Orissa,Ganjam,0.0,0.0,0.0,0.0,5.0,0.0,0.0
761012,Orissa,Ganjam,0.0,0.0,0.0,0.0,11.0,0.0,4.0
761014,Orissa,Gajapati,0.0,0.0,0.0,0.0,1.0,0.0,0.0
761015,Orissa,Gajapati,0.0,0.0,0.0,0.0,3.0,1.0,4.0
761016,Orissa,Gajapati,0.0,0.0,0.0,0.0,4.0,1.0,4.0
761019,Orissa,Ganjam,0.0,0.0,0.0,0.0,5.0,0.0,6.0
761025,Odisha,Ganjam,0.0,0.0,0.0,2.0,1.0,1.0,1.0
761030,Orissa,Ganjam,0.0,0.0,0.0,0.0,2.0,1.0,0.0
761032,Orissa,Ganjam,0.0,0.0,0.0,0.0,2.0,1.0,1.0
761035,Odisha,Gajapati,0.0,0.0,0.0,0.0,1.0,1.0,0.0
761037,Odisha,Gajapati,0.0,0.0,0.0,0.0,3.0,1.0,0.0
761040,Odisha,Ganjam,0.0,0.0,0.0,0.0,6.0,0.0,0.0
761055,Orissa,Ganjam,0.0,0.0,0.0,0.0,3.0,0.0,0.0
761101,Orissa,Ganjam,0.0,0.0,0.0,0.0,4.0,0.0,2.0
761106,Orissa,Ganjam,0.0,0.0,0.0,0.0,2.0,1.0,1.0
761108,Orissa,Ganjam,0.0,0.0,0.0,0.0,1.0,0.0,2.0
761117,Orissa,Ganjam,0.0,0.0,0.0,0.0,2.0,0.0,8.0
761119,Orissa,Ganjam,0.0,0.0,0.0,0.0,2.0,0.0,1.0
761120,Orissa,Ganjam,0.0,0.0,0.0,0.0,1.0,1.0,1.0
761124,Orissa,Ganjam,0.0,0.0,0.0,0.0,1.0,0.0,0.0
761131,Orissa,Ganjam,0.0,0.0,0.0,0.0,4.0,1.0,1.0
761143,Orissa,Ganjam,0.0,0.0,0.0,0.0,4.0,3.0,3.0
761201,Orissa,Gajapati,0.0,0.0,0.0,0.0,2.0,0.0,0.0
761201,odisha,Gajapati,0.0,0.0,0.0,0.0,4.0,0.0,2.0
761207,odisha,Gajapati,0.0,0.0,0.0,0.0,9.0,0.0,8.0
761208,Orissa,Gajapati,0.0,0.0,0.0,0.0,1.0,0.0,0.0
761208,odisha,Gajapati,0.0,0.0,0.0,0.0,7.0,0.0,6.0
761209,Odisha,Gajapati,0.0,0.0,0.0,0.0,1.0,2.0,5.0
761210,Orissa,Gajapati,0.0,0.0,0.0,0.0,1.0,0.0,1.0
761217,Orissa,Gajapati,0.0,0.0,0.0,0.0,1.0,0.0,4.0
762002,Odisha,Boudh,0.0,0.0,0.0,0.0,2.0,0.0,0.0
762015,Odisha,Baudh,0.0,0.0,0.0,0.0,1.0,1.0,0.0
762019,Orissa,Kandhamal,0.0,0.0,0.0,2.0,1.0,0.0,1.0
762020,Orissa,Baudh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
762021,Orissa,Kandhamal,0.0,0.0,0.0,0.0,3.0,1.0,3.0
762028,Orissa,Kandhamal,0.0,0.0,0.0,0.0,1.0,1.0,6.0
762109,Orissa,Kandhamal,0.0,0.0,0.0,0.0,2.0,0.0,2.0
763002,Orissa,Koraput,0.0,0.0,0.0,0.0,1.0,0.0,0.0
763003,Orissa,Koraput,0.0,0.0,0.0,1.0,1.0,1.0,0.0
764014,Orissa,Koraput,0.0,0.0,0.0,0.0,2.0,0.0,0.0
764044,Orissa,Malkangiri,0.0,0.0,0.0,0.0,2.0,0.0,1.0
764051,Orissa,Malkangiri,0.0,0.0,0.0,1.0,3.0,0.0,1.0
764058,Orissa,Koraput,0.0,0.0,0.0,0.0,1.0,0.0,3.0
764061,Orissa,Nabarangapur,0.0,0.0,0.0,0.0,2.0,0.0,0.0
764062,Orissa,Rayagada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
764063,Odisha,Rayagada,0.0,0.0,0.0,3.0,0.0,1.0,0.0
764071,Odisha,Koraput,0.0,0.0,0.0,0.0,8.0,3.0,2.0
764071,Orissa,Nabarangapur,0.0,0.0,0.0,0.0,2.0,0.0,3.0
764073,Orissa,Nabarangapur,0.0,0.0,0.0,1.0,2.0,0.0,1.0
764076,Orissa,Nabarangapur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
764086,Orissa,Malkangiri,0.0,0.0,0.0,0.0,2.0,0.0,0.0
764088,Odisha,Nabarangapur,0.0,0.0,0.0,0.0,2.0,2.0,0.0
765013,Odisha,Rayagada,0.0,0.0,0.0,0.0,7.0,1.0,1.0
765015,Odisha,Koraput,0.0,0.0,0.0,2.0,6.0,2.0,4.0
765015,Orissa,Rayagada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
765017,Odisha,Nabarangapur,0.0,0.0,0.0,0.0,4.0,0.0,4.0
765019,Orissa,Rayagada,0.0,0.0,0.0,0.0,2.0,0.0,1.0
765020,Odisha,Koraput,0.0,0.0,0.0,0.0,5.0,1.0,3.0
765022,Orissa,Rayagada,0.0,0.0,0.0,0.0,3.0,0.0,0.0
765025,Orissa,Rayagada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
765026,Orissa,Rayagada,0.0,0.0,0.0,0.0,2.0,0.0,2.0
765029,Orissa,Rayagada,0.0,0.0,0.0,0.0,13.0,0.0,11.0
766001,Orissa,Kalahandi,0.0,0.0,0.0,0.0,4.0,0.0,1.0
766020,Orissa,Kalahandi,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766023,Orissa,Kalahandi,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766029,Orissa,Kalahandi,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766031,Orissa,Kalahandi,0.0,0.0,0.0,0.0,2.0,0.0,0.0
766100,Orissa,Kalahandi,0.0,0.0,0.0,0.0,1.0,0.0,1.0
766104,Odisha,Kalahandi,0.0,0.0,0.0,0.0,8.0,4.0,4.0
766105,Orissa,Nuapada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766107,Odisha,Kalahandi,0.0,0.0,0.0,0.0,1.0,0.0,1.0
766117,Odisha,NUAPADA,0.0,0.0,0.0,0.0,8.0,4.0,7.0
766118,ODISHA,NUAPADA,0.0,0.0,0.0,3.0,3.0,5.0,7.0
766118,Odisha,Kalahandi,0.0,0.0,0.0,0.0,2.0,2.0,0.0
767016,Orissa,Sonapur,0.0,0.0,0.0,1.0,3.0,0.0,2.0
767018,Odisha,Balangir,0.0,0.0,0.0,0.0,2.0,2.0,0.0
767018,Orissa,Sonapur,0.0,0.0,0.0,0.0,1.0,2.0,0.0
767020,Orissa,Sonapur,0.0,0.0,0.0,0.0,8.0,0.0,3.0
767028,Orissa,Balangir,0.0,0.0,0.0,1.0,1.0,0.0,0.0
767038,Orissa,Balangir,0.0,0.0,0.0,0.0,2.0,0.0,0.0
767068,Orissa,Sonapur,0.0,0.0,0.0,0.0,1.0,2.0,1.0
768018,Orissa,Sambalpur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
768019,Orissa,Sambalpur,0.0,0.0,0.0,0.0,2.0,0.0,2.0
768020,Orissa,Sambalpur,0.0,0.0,0.0,0.0,5.0,0.0,0.0
768025,Orissa,Sambalpur,0.0,0.0,0.0,0.0,13.0,1.0,4.0
768029,Odisha,Sambalpur,0.0,0.0,0.0,0.0,5.0,0.0,1.0
768033,Orissa,Bargarh,0.0,0.0,0.0,0.0,12.0,7.0,2.0
768036,Orissa,Bargarh,0.0,0.0,0.0,0.0,1.0,1.0,0.0
768040,Orissa,Bargarh,0.0,0.0,0.0,0.0,5.0,1.0,4.0
768045,Orissa,Bargarh,0.0,0.0,0.0,0.0,3.0,0.0,1.0
768106,Odisha,Debagarh,0.0,0.0,0.0,0.0,3.0,0.0,5.0
768108,Odisha,Bargarh,0.0,0.0,0.0,2.0,15.0,9.0,8.0
768110,Odisha,Bargarh,0.0,0.0,0.0,0.0,8.0,0.0,2.0
768110,Orissa,Debagarh,0.0,0.0,0.0,0.0,2.0,0.0,1.0
768112,Odisha,Debagarh,0.0,0.0,0.0,0.0,4.0,0.0,1.0
768118,Odisha,Sambalpur,0.0,0.0,0.0,0.0,3.0,0.0,0.0
768200,Odisha,Jharsuguda,0.0,0.0,0.0,0.0,1.0,4.0,4.0
768200,Orissa,Sambalpur,0.0,0.0,0.0,0.0,3.0,1.0,1.0
768202,Odisha,Bargarh,0.0,0.0,0.0,0.0,1.0,5.0,0.0
768203,Orissa,Jharsuguda,0.0,0.0,0.0,0.0,3.0,0.0,0.0
768212,Orissa,Sambalpur,0.0,0.0,0.0,0.0,8.0,0.0,2.0
768213,Orissa,Jharsuguda,0.0,0.0,0.0,1.0,0.0,0.0,3.0
768214,Odisha,Bargarh,0.0,0.0,0.0,0.0,3.0,1.0,1.0
768215,Orissa,Jharsuguda,0.0,0.0,0.0,0.0,1.0,0.0,0.0
768216,Odisha,Sambalpur,0.0,0.0,0.0,0.0,2.0,0.0,0.0
768216,Orissa,Jharsuguda,0.0,0.0,0.0,0.0,1.0,0.0,1.0
768217,Odisha,Sambalpur,0.0,0.0,0.0,0.0,3.0,2.0,0.0
768220,Orissa,Jharsuguda,0.0,0.0,0.0,2.0,2.0,1.0,0.0
768221,Odisha,Bargarh,0.0,0.0,0.0,0.0,2.0,2.0,0.0
768221,Orissa,Sambalpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768222,Odisha,Jharsuguda,0.0,0.0,0.0,0.0,8.0,5.0,2.0
768224,Odisha,Jharsuguda,0.0,0.0,0.0,0.0,2.0,3.0,3.0
768226,Odisha,Bargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
768228,Odisha,Jharsuguda,0.0,0.0,0.0,0.0,1.0,1.0,0.0
768228,Orissa,Sambalpur,0.0,0.0,0.0,0.0,5.0,0.0,4.0
769003,Orissa,Sundergarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
769010,Orissa,Sundargarh,0.0,0.0,0.0,0.0,4.0,1.0,4.0
769011,Odisha,Sundargarh,0.0,0.0,0.0,2.0,9.0,2.0,5.0
770011,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,1.0,0.0
770012,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,1.0
770013,Orissa,Sundargarh,0.0,0.0,0.0,1.0,0.0,0.0,0.0
770016,Orissa,Sundargarh,0.0,0.0,0.0,1.0,2.0,3.0,0.0
770019,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,1.0,1.0
770022,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770023,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770034,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770038,Orissa,Sundargarh,0.0,0.0,0.0,0.0,3.0,0.0,0.0
770039,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770040,Orissa,Sundargarh,0.0,0.0,0.0,0.0,8.0,0.0,1.0
770042,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770073,Orissa,Sundargarh,0.0,0.0,0.0,0.0,1.0,1.0,3.0
781001,Assam,Kamrup,0.0,0.0,0.0,0.0,2.0,3.0,5.0
781004,Assam,Kamrup,0.0,0.0,0.0,0.0,3.0,2.0,1.0
781307,Assam,Nalbari,0.0,0.0,0.0,0.0,2.0,0.0,0.0
781310,Assam,Barpeta,0.0,0.0,0.0,0.0,2.0,0.0,0.0
781312,Assam,Baksa,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781316,Assam,Nalbari,0.0,0.0,0.0,3.0,1.0,0.0,0.0
781317,Assam,Bajali,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781325,Assam,Baksa,0.0,0.0,0.0,0.0,12.0,3.0,1.0
781327,Assam,Barpeta,0.0,0.0,0.0,1.0,1.0,0.0,0.0
781343,Assam,Barpeta,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781344,Assam,Nalbari,0.0,0.0,0.0,0.0,2.0,1.0,0.0
781350,Assam,Barpeta,0.0,0.0,0.0,0.0,2.0,0.0,0.0
781354,Assam,Tamulpur District,0.0,0.0,0.0,1.0,98.0,1.0,3.0
781355,Assam,Bajali,0.0,0.0,0.0,0.0,28.0,0.0,1.0
781371,Assam,Bajali,0.0,0.0,0.0,0.0,8.0,0.0,0.0
781372,Assam,Nalbari,0.0,0.0,0.0,2.0,1.0,0.0,0.0
781373,Assam,Nalbari,0.0,0.0,0.0,0.0,2.0,0.0,0.0
781377,Assam,Barpeta,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781377,Assam,Nalbari,0.0,0.0,0.0,0.0,2.0,0.0,0.0
782001,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,2.0,0.0,1.0
782104,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,1.0,0.0,2.0
782105,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,4.0,0.0,0.0
782121,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,6.0,1.0,0.0
782123,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,2.0,0.0,0.0
782124,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,5.0,1.0,2.0
782125,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,2.0,0.0,0.0
782125,Assam,Marigaon,0.0,0.0,0.0,0.0,19.0,1.0,5.0
782127,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,2.0,0.0,0.0
782411,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,8.0,0.0,0.0
782412,Assam,Nagaon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
782413,Assam,Kamrup,0.0,0.0,0.0,0.0,1.0,0.0,0.0
782413,Assam,Karbi Anglong,0.0,0.0,0.0,0.0,1.0,0.0,0.0
782426,Assam,Marigaon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
783101,Assam,Dhubri,0.0,0.0,0.0,0.0,2.0,2.0,1.0
783123,Meghalaya,West Khasi Hills,0.0,0.0,0.0,0.0,6.0,0.0,0.0
783130,Assam,Kokrajhar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
783337,Assam,Chirang,0.0,0.0,0.0,0.0,1.0,1.0,0.0
783346,Assam,Chirang,0.0,0.0,0.0,0.0,4.0,1.0,1.0
783350,Assam,Chirang,0.0,0.0,0.0,0.0,2.0,0.0,0.0
783354,Assam,Dhubri,0.0,0.0,0.0,0.0,3.0,0.0,0.0
783384,Assam,Goalpara,0.0,0.0,0.0,0.0,2.0,0.0,0.0
783388,Assam,Dhubri,0.0,0.0,0.0,0.0,2.0,0.0,0.0
783393,Assam,Bongaigaon,0.0,0.0,0.0,0.0,2.0,1.0,2.0
783394,Assam,Bongaigaon,0.0,0.0,0.0,0.0,2.0,1.0,0.0
783394,Assam,Kokrajhar,0.0,0.0,0.0,0.0,2.0,0.0,1.0
784001,Assam,Udalguri,0.0,0.0,0.0,1.0,6.0,0.0,0.0
784102,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784105,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784114,Assam,Sonitpur,0.0,0.0,0.0,0.0,4.0,0.0,0.0
784115,Assam,Sonitpur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784125,Assam,Sonitpur,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784125,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784146,Assam,Sonitpur,0.0,0.0,0.0,0.0,3.0,0.0,1.0
784147,Assam,Udalguri,0.0,0.0,0.0,0.0,14.0,3.0,3.0
784148,Assam,Udalguri,0.0,0.0,0.0,2.0,11.0,3.0,2.0
784150,Assam,Darrang,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784161,Assam,Dhemaji,0.0,0.0,0.0,0.0,2.0,0.0,0.0
784164,Assam,Dhemaji,0.0,0.0,0.0,0.0,2.0,0.0,1.0
784168,Assam,Darrang,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784172,Assam,Udalguri,0.0,0.0,0.0,0.0,5.0,0.0,0.0
784174,Assam,Udalguri,0.0,0.0,0.0,0.0,2.0,0.0,0.0
784175,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784176,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784179,Assam,Udalguri,0.0,0.0,0.0,0.0,2.0,0.0,0.0
784180,Assam,Udalguri,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784501,Assam,Udalguri,0.0,0.0,0.0,0.0,2.0,0.0,0.0
784504,Assam,Udalguri,0.0,0.0,0.0,0.0,4.0,0.0,1.0
784507,Assam,Darrang,0.0,0.0,0.0,0.0,6.0,0.0,2.0
784527,Assam,Sonitpur,0.0,0.0,0.0,0.0,2.0,1.0,0.0
784529,Assam,Sonitpur,0.0,0.0,0.0,0.0,4.0,0.0,1.0
785002,Assam,Jorhat,0.0,0.0,0.0,0.0,1.0,2.0,0.0
785104,Assam,Golaghat,0.0,0.0,0.0,0.0,3.0,0.0,0.0
785601,Assam,Jorhat,0.0,0.0,0.0,0.0,1.0,0.0,0.0
785611,Assam,Jorhat,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785621,Assam,Jorhat,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785625,Assam,Jorhat,0.0,0.0,0.0,1.0,0.0,0.0,2.0
785631,Assam,Sibsagar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
785634,Assam,Golaghat,0.0,0.0,0.0,0.0,3.0,0.0,0.0
785635,Assam,Golaghat,0.0,0.0,0.0,0.0,1.0,0.0,0.0
785666,Assam,Jorhat,0.0,0.0,0.0,0.0,8.0,1.0,0.0
785671,Assam,Golaghat,0.0,0.0,0.0,0.0,5.0,3.0,0.0
785683,Assam,Golaghat,0.0,0.0,0.0,0.0,1.0,0.0,0.0
785685,Assam,Golaghat,0.0,0.0,0.0,0.0,2.0,0.0,1.0
785691,Assam,Golaghat,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785692,Assam,Golaghat,0.0,0.0,0.0,0.0,2.0,0.0,0.0
785697,Assam,Golaghat,0.0,0.0,0.0,0.0,2.0,1.0,0.0
785705,Assam,Sibsagar,0.0,0.0,0.0,0.0,9.0,0.0,0.0
786003,Assam,Dhemaji,0.0,0.0,0.0,2.0,5.0,0.0,0.0
786102,Assam,Dibrugarh,0.0,0.0,0.0,1.0,13.0,2.0,5.0
786173,Assam,Tinsukia,0.0,0.0,0.0,0.0,2.0,1.0,1.0
786610,Assam,Dhemaji,0.0,0.0,0.0,0.0,4.0,0.0,0.0
786631,Arunachal Pradesh,Longding,0.0,0.0,0.0,6.0,84.0,94.0,59.0
787001,Assam,Dhemaji,0.0,0.0,0.0,0.0,1.0,1.0,1.0
787032,Assam,Dhemaji,0.0,0.0,0.0,1.0,0.0,0.0,1.0
787034,Assam,Lakhimpur,0.0,0.0,0.0,0.0,13.0,3.0,1.0
787052,Assam,Dhemaji,0.0,0.0,0.0,0.0,2.0,0.0,1.0
787060,Assam,Lakhimpur,0.0,0.0,0.0,0.0,2.0,0.0,0.0
788007,Assam,Hailakandi,0.0,0.0,0.0,0.0,2.0,3.0,6.0
788030,Assam,Karimganj,0.0,0.0,0.0,0.0,1.0,0.0,1.0
788107,Assam,North Cachar Hills,0.0,0.0,0.0,0.0,14.0,1.0,0.0
788155,Assam,Karimganj,0.0,0.0,0.0,0.0,1.0,0.0,0.0
788156,Assam,Sribhumi,0.0,0.0,0.0,0.0,79.0,0.0,4.0
